Id,Date,CalculatedDailySteps
8583815059,2016-03-14,2030
8583815059,2016-03-15,2856
8583815059,2016-03-16,2651
8583815059,2016-03-17,0
8583815059,2016-03-18,0
8583815059,2016-03-19,0
8583815059,2016-03-20,0
8583815059,2016-03-21,0
8583815059,2016-03-22,0
8583815059,2016-03-23,0
8583815059,2016-03-24,0
8583815059,2016-03-25,0
8583815059,2016-03-26,0
8583815059,2016-03-27,0
8583815059,2016-03-28,2889
8583815059,2016-03-29,6835
8583815059,2016-03-30,6386
8583815059,2016-03-31,7504
8583815059,2016-04-01,2174
8583815059,2016-04-02,3452
8583815059,2016-04-03,2380
8583815059,2016-04-04,3159
8583815059,2016-04-05,6835
8583815059,2016-04-06,2090
8583815059,2016-04-07,2816
8583815059,2016-04-08,1251
8792009665,2016-03-12,0
8792009665,2016-03-13,0
8792009665,2016-03-14,0
8792009665,2016-03-15,0
8792009665,2016-03-16,0
8792009665,2016-03-17,0
8792009665,2016-03-18,0
8792009665,2016-03-19,0
8792009665,2016-03-20,0
8792009665,2016-03-21,0
8792009665,2016-03-22,0
8792009665,2016-03-23,0
8792009665,2016-03-24,0
8792009665,2016-03-25,0
8792009665,2016-03-26,0
8792009665,2016-03-27,5500
8792009665,2016-03-28,1421
8792009665,2016-03-29,1703
8792009665,2016-03-30,1032
8792009665,2016-03-31,2967
8792009665,2016-04-01,4592
8792009665,2016-04-02,8452
8792009665,2016-04-03,7238
8792009665,2016-04-04,3821
8792009665,2016-04-05,2332
8792009665,2016-04-06,2121
8792009665,2016-04-07,1291
8792009665,2016-04-08,1467
8792009665,2016-04-09,1022
8792009665,2016-04-10,4605
8792009665,2016-04-11,178
8792009665,2016-04-12,20
8877689391,2016-03-12,19442
8877689391,2016-03-13,10594
8877689391,2016-03-14,20039
8877689391,2016-03-15,11176
8877689391,2016-03-16,17963
8877689391,2016-03-17,15182
8877689391,2016-03-18,21467
8877689391,2016-03-19,14761
8877689391,2016-03-20,17377
8877689391,2016-03-21,11999
8877689391,2016-03-22,18399
8877689391,2016-03-23,23614
8877689391,2016-03-24,10864
8877689391,2016-03-25,10529
8877689391,2016-03-26,10686
8877689391,2016-03-27,31226
8877689391,2016-03-28,10628
8877689391,2016-03-29,18297
8877689391,2016-03-30,18761
8877689391,2016-03-31,13071
8877689391,2016-04-01,18664
8877689391,2016-04-02,27439
8877689391,2016-04-03,15184
8877689391,2016-04-04,20764
8877689391,2016-04-05,10629
8877689391,2016-04-06,24081
8877689391,2016-04-07,10876
8877689391,2016-04-08,22989
8877689391,2016-04-09,16451
8877689391,2016-04-10,28481
8877689391,2016-04-11,10557
8877689391,2016-04-12,2007
